Orthogroup_ID	CAFE_p-value	Gene_Group	Group_function	Gene_Name	D_melanogaster	I_luminosus	P_pyralis	C_septempunctata	A_verrucosus	T_castaneum	Z_morio	T_molitor	D_ponderosae	R_ferrugineus	A_obtectus	B_siliquastri	C_chinensis	C_maculatus	max_delta_GF	transcript_ID_native	Flybase	Flybase_summary
N0.HOG0000562	0.043	Gene Group 25	glycolysis and early development (and other)	Dietary and metabolic glutamate transporter(dmGlut)	3	2	3	2	5	11	6	7	3	3	1	1	1	1	10	rna-NM_138760.3	FBgn0010497	The gene Dietary and metabolic glutamate transporter is referred to in FlyBase by the symbol Dmel\dmGlut (CG5304, FBgn0010497). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:12027438..12034122. Its molecular function is described by: high-affinity L-glutamate transmembrane transporter activity; transmembrane transporter activity; sodium:phosphate symporter activity. It is involved in the biological process described with: transmembrane transport; sodium-dependent phosphate transport; L-glutamate import. 16 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; partially lethal - majority die; lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of very low expression.  Peak expression observed within 18-24 hour embryonic stages.
N0.HOG0000565	0.032	None	None	Catalase B (from API summary)	2	2	2	3	1	3	2	5	5	5	5	4	4	6	5	rna-NM_001273339.1	FBgn0032061	The gene Catalase B is referred to in FlyBase by the symbol Dmel\CatB (CG9314, FBgn0032061). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2L:8705572..8707527. Its molecular function is described by: heme binding; catalase activity. It is involved in the biological process described with: hydrogen peroxide catabolic process; response to hydrogen peroxide; response to oxidative stress. 8 alleles are reported. The phenotypes of these alleles manifest in: adult heart; trichogen cell. The phenotypic classes of alleles include: viable; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed in adult male stages.
N0.HOG0000566	0.003	Gene Group 36	neurological (mostly uncharacterized)	uncharacterized protein(CG34199)	1	1	1	3	3	3	3	3	7	5	6	3	3	7	6	rna-NM_001103910.2	FBgn0085228	This gene is referred to in FlyBase by the symbol Dmel\CG34199 (FBgn0085228). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:20287596..20288346. Its molecular function is described by: . It is involved in the biological process described with: . 2 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed during late pupal stages.
N0.HOG0000572	0.0	Gene Group 32	chromatin organization and transcription regulation	uncharacterized protein(CG10431)	1	8	5	11	2	3	1	1	1	1	13	1	1	1	12	rna-NM_136080.3	FBgn0032730	This gene is referred to in FlyBase by the symbol Dmel\CG10431 (FBgn0032730). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2L:18974710..18978187. Its molecular function is described by: zinc ion binding; chromatin insulator sequence binding; transcription cis-regulatory region binding. It is involved in the biological process described with: regulation of transcription by RNA polymerase II; regulation of DNA-templated transcription; dendrite morphogenesis. 14 alleles are reported. The phenotypes of these alleles manifest in: wing; larval dorsal multidendritic neuron ddaD; larval dorsal multidendritic neuron ddaC. The phenotypic classes of alleles include: abnormal neuroanatomy; visible; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of very low expression.  Peak expression observed at stages throughout embryogenesis, during late larval stages, at stages throughout the pupal period, in stages of adults of both sexes.
N0.HOG0000573	0.0	None	None	None	1	13	1	5	3	1	2	3	12	1	3	4	1	1	12	rna-NM_142441.3	FBgn0038589	This gene is referred to in FlyBase by the symbol Dmel\CG18598 (FBgn0038589). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:18251115..18251539. Its molecular function is unknown. The biological processes in which it is involved are not known. One allele is reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed during late pupal stages, in adult male stages.
N0.HOG0000576	0.032	None	None	Protamine-like 99C (from API summary)	1	4	8	2	2	3	3	3	2	4	6	3	4	3	7	rna-NM_143478.3	FBgn0039707	The gene Protamine-like 99C is referred to in FlyBase by the symbol Dmel\Prtl99C (CG15510, FBgn0039707). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (2 unique). Gene sequence location is 3R:29835950..29837447. Its molecular function is unknown. It is involved in the biological process described with: spermatogenesis; sperm DNA condensation. 6 alleles are reported. The phenotypes of these alleles manifest in: spermatid; spermatozoon. The phenotypic class of alleles includes: male semi-sterile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed in adult male stages.
N0.HOG0000582	0.001	Gene Group 25	glycolysis and early development (and other)	uncharacterized protein(CG7888)	1	2	6	1	1	1	1	1	4	1	2	1	3	1	5	rna-NM_140168.1	FBgn0036116	This gene is referred to in FlyBase by the symbol Dmel\CG7888 (FBgn0036116). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (2 unique). Gene sequence location is 3L:11054035..11059659. Its molecular function is described by: L-amino acid transmembrane transporter activity; amino acid transmembrane transporter activity. It is involved in the biological process described with: amino acid transmembrane transport. 7 alleles are reported. The phenotype of these alleles manifest in: embryonic/larval hemocyte. The phenotypic classes of alleles include: viable; abnormal touch response. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, during late pupal stages.
N0.HOG0000585	0.0	None	None	None	1	7	14	3	1	1	14	1	1	1	1	4	1	4	13	rna-NM_001272883.2	FBgn0086855	This gene is referred to in FlyBase by the symbol Dmel\CG17078 (FBgn0086855). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (3 unique). Gene sequence location is 2L:274740..278234. Its molecular function is unknown. The biological processes in which it is involved are not known. 11 alleles are reported. The phenotype of these alleles manifest in: mesonotum. The phenotypic classes of alleles include: abnormal body color; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages.
N0.HOG0000587	0.0	Gene Group 18	uncharacterized	uncharacterized protein(CG33966)	7	19	13	1	1	1	4	3	1	1	1	1	1	1	18	rna-NM_001038895.3	FBgn0053966	This gene is referred to in FlyBase by the symbol Dmel\CG33966 (FBgn0053966). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:1234130..1235420. Its molecular function is described by: lipid transfer activity; phosphatidylinositol bisphosphate binding. It is involved in the biological process described with: intermembrane lipid transfer. 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed during early larval stages.
N0.HOG0000590	0.003	Gene Group 25	glycolysis and early development (and other)	uncharacterized protein(CG9864)	1	3	2	6	4	4	8	1	4	3	3	3	2	3	7	rna-NM_001274171.1	FBgn0034490	This gene is referred to in FlyBase by the symbol Dmel\CG9864 (FBgn0034490). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:20248130..20254670. Its molecular function is described by: transmembrane transporter activity. It is involved in the biological process described with: transmembrane transport. 8 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed during early larval stages.
N0.HOG0000599	0.0	None	None	alpha-L-fucosidase (from API summary)	1	16	4	1	4	3	5	5	3	1	1	1	1	1	15	rna-NM_001316434.1	FBgn0285958	The gene alpha-L-fucosidase is referred to in FlyBase by the symbol Dmel\Fuca (CG6128, FBgn0285958). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3L:11518798..11522713. Its molecular function is described by: fucose binding; alpha-L-fucosidase activity. It is involved in the biological process described with: defense response to bacterium; glycoside catabolic process; binding of sperm to zona pellucida; carbohydrate metabolic process; fucose metabolic process. 8 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; viable; electrophoretic variant.
N0.HOG0000602	0.0	Gene Group 21	transcription regulation	hinge3(hng3)	1	1	1	1	1	1	1	1	1	1	45	1	1	1	44	rna-NM_138213.3	FBgn0035160	The gene hinge3 is referred to in FlyBase by the symbol Dmel\hng3 (CG13897, FBgn0035160). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 3L:737680..755489. Its molecular function is described by: DNA binding. It is involved in the biological process described with: regulation of transcription by RNA polymerase II. 20 alleles are reported. The phenotypes of these alleles manifest in: wing hinge; wing. The phenotypic classes of alleles include: flightless; lethal; visible; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed during early pupal stages.
N0.HOG0000608	0.025	Gene Group 22,Gene Group 25	glutathione metabolic process,glycolysis and early development (and other)	uncharacterized protein(CG33177)	4	9	3	1	5	4	7	4	2	2	2	1	1	1	8	rna-NM_176730.2	FBgn0053177	This gene is referred to in FlyBase by the symbol Dmel\CG33177 (FBgn0053177). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:15081367..15082369. Its molecular function is described by: glutathione transferase activity; glutathione peroxidase activity. The biological processes in which it is involved are not known. 5 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed during late pupal stages.
